,accountantId,cohort,total,m,count_org
95,3AB8C349,8,40.0,8,57
96,3B543A87,7,140.0,7,2
97,3B543A87,7,140.0,8,166
98,3B9A26F5,7,52.0,7,1
99,3B9A26F5,7,52.0,8,47
100,3B9AD22B,8,80.0,8,78
101,3B9AD22B,8,80.0,9,1
102,3BE9EDEE,6,90.0,8,76
103,3BF3567A,7,140.0,7,124
104,3BF3567A,7,140.0,8,5
105,3BF3567A,7,140.0,9,4
106,3C4D89AB,7,100.0,7,71
107,3C4D89AB,7,100.0,8,26
108,3C4D89AB,7,100.0,9,5
109,3CA2986C,8,70.0,9,60
110,3CAC3AFD,4,90.0,5,48
111,3CAC3AFD,4,90.0,6,5
112,3CAC3AFD,4,90.0,7,1
113,3CAC3AFD,4,90.0,8,2
114,3CF3FA5C,4,50.0,4,25
115,3CF3FA5C,4,50.0,5,4
116,3CF3FA5C,4,50.0,6,1
117,3CF3FA5C,4,50.0,7,3
118,3CF3FA5C,4,50.0,8,2
119,3CFAB23A,2,330.0,2,107
120,3CFAB23A,2,330.0,3,71
121,3CFAB23A,2,330.0,5,2
122,3CFAB23A,2,330.0,7,7
123,3CFAB23A,2,330.0,8,1
124,3CFAB23A,2,330.0,9,2
125,3DB63D5F,6,90.0,6,85
126,3DB63D5F,6,90.0,7,1
127,3DB876ED,7,10.0,8,14
128,3DDC25CA,4,70.0,4,45
129,3DDC25CA,4,70.0,5,1
130,3E2BC47D,8,130.0,8,112
131,3E3BEBCB,7,60.0,8,64
132,3E99F9B7,7,200.0,7,881
133,3EBF636D,5,60.0,6,71
134,3F5DA628,5,30.0,6,19
135,3FC2C56C,7,20.0,7,16
136,3FEACFE2,5,150.0,6,134
137,3FEACFE2,5,150.0,7,5
138,3FEACFE2,5,150.0,8,3
139,3FEACFE2,5,150.0,9,1
140,426269D6,6,22.0,6,23
141,432CCCD8,7,400.0,8,215
142,432CCCD8,7,400.0,9,73
143,443C2FF4,5,20.0,6,11
144,4468BBD6,8,30.0,8,94
145,4468BBD6,8,30.0,9,14
146,44CCB7C8,5,200.0,5,161
147,44CCB7C8,5,200.0,6,11
148,44CCB7C8,5,200.0,7,22
149,44CCB7C8,5,200.0,8,48
150,44CCB7C8,5,200.0,9,16
151,44DB9EFA,7,35.0,7,11
152,44DB9EFA,7,35.0,8,16
153,453CACFD,8,110.0,8,1
154,459CCF29,8,35.0,8,26
155,45A6A4FF,4,40.0,4,20
156,45A6A4FF,4,40.0,5,1
157,45A6A4FF,4,40.0,9,3
158,45BAC537,8,100.0,8,175
159,45D97C89,6,190.0,7,192
160,45F9EAAF,7,200.0,8,156
161,46A4DCF5,5,125.0,5,103
162,46CCEAF6,6,40.0,6,36
163,46CCEAF6,6,40.0,7,6
164,46CCEAF6,6,40.0,8,1
165,46D4A48C,8,15.0,8,37
166,474CA583,8,120.0,8,93
167,47DCB9FF,6,294.0,6,239
168,47DCB9FF,6,294.0,7,49
169,47DCB9FF,6,294.0,8,4
170,47DCB9FF,6,294.0,9,3
171,485B6A3E,8,55.0,8,6
172,485B6A3E,8,55.0,9,40
173,486E426C,8,60.0,8,90
174,48C84C36,7,200.0,7,1
175,48C84C36,7,200.0,8,191
176,492523C8,7,130.0,7,102
177,492523C8,7,130.0,8,2
178,4945C6AE,8,170.0,8,195
179,499E7335,2,200.0,2,149
180,499E7335,2,200.0,4,8
181,49B9EC37,6,100.0,6,77
182,49B9EC37,6,100.0,7,43
183,49B9EC37,6,100.0,8,3
184,49B9EC37,6,100.0,9,12
185,49CD228B,6,50.0,6,25
186,4A2FFAFA,8,110.0,8,110
187,4A2FFAFA,8,110.0,9,7
188,4A33DFFF,5,120.0,6,109
189,4A33DFFF,5,120.0,7,2
190,4A43B738,7,50.0,7,45
191,4A8AA299,7,50.0,7,41
192,4ABABCA6,7,120.0,7,103
193,4ABABCA6,7,120.0,8,28
194,4ABABCA6,7,120.0,9,3
195,4ACA228C,8,100.0,8,99
196,4B448CDC,8,170.0,8,4
197,4BFD9CEA,8,40.0,9,66
198,4C4ED6FD,12,700.0,7,216
199,4C4ED6FD,12,700.0,8,14
200,4CA27AAC,8,60.0,8,34
201,4CC2DC68,6,40.0,7,20
202,4CECE79C,4,80.0,4,44
203,4CECE79C,4,80.0,6,2
204,4CECE79C,4,80.0,7,2
205,4D4AB7DE,7,100.0,8,67
206,4D4AB7DE,7,100.0,9,8
207,4DAF9ADC,7,100.0,7,89
208,4DAF9ADC,7,100.0,8,1
209,4E2ACCFA,8,150.0,8,137
210,4E62ACA2,8,200.0,9,5
211,4E767DD6,8,70.0,8,70
212,4E767DD6,8,70.0,9,1
213,4E9328D3,8,120.0,8,127
214,4E9328D3,8,120.0,9,1
215,4ED2FFAA,7,160.0,7,145
216,4ED2FFAA,7,160.0,9,14
217,4EFEF74A,7,170.0,7,97
218,4F28424C,5,120.0,6,91
219,4F28424C,5,120.0,7,6
220,4F28424C,5,120.0,8,6
221,4F28424C,5,120.0,9,1
222,4FB5FE9A,4,120.0,4,47
223,4FB5FE9A,4,120.0,5,1
224,4FB5FE9A,4,120.0,7,5
225,4FB5FE9A,4,120.0,9,2
226,4FD57C52,8,130.0,8,168
227,4FDA5A44,7,30.0,7,30
228,4FDBADCC,8,330.0,8,11
229,4FDBADCC,8,330.0,9,299
230,52BCCD69,9,45.0,8,1
231,52BCCD69,9,45.0,9,45
232,52CBCCC4,5,270.0,7,198
233,52CBCCC4,5,270.0,8,2
234,52CBCCC4,5,270.0,9,42
235,52F92479,8,80.0,9,17
236,53274883,8,120.0,8,72
237,53274883,8,120.0,9,48
238,53A2D724,8,200.0,8,172
239,53A2D724,8,200.0,9,1
240,53C397F8,8,200.0,8,153
241,53C397F8,8,200.0,9,117
242,548EF7FB,9,100.0,9,233
243,54939E92,8,170.0,8,206
244,54A73C2F,9,30.0,8,25
245,54A73C2F,9,30.0,9,2
246,54C7DF7A,8,90.0,8,105
247,54C7DF7A,8,90.0,9,5
248,54C9FB88,6,90.0,6,74
249,54C9FB88,6,90.0,7,1
250,54C9FB88,6,90.0,9,2
251,56C4CFA5,8,45.0,8,1
252,56C4CFA5,8,45.0,9,38
253,5728958B,6,200.0,6,149
254,57BF35F4,6,60.0,6,58
255,57BF35F4,6,60.0,7,1
256,5879FAFA,8,80.0,8,92
257,5879FAFA,8,80.0,9,1
258,58DFA788,8,200.0,8,1
259,58DFA788,8,200.0,9,231
260,599CC4FF,7,60.0,7,81
261,5A4653A9,8,250.0,8,312
262,5A4653A9,8,250.0,9,1
263,5A9C78A5,8,120.0,8,188
264,5B73E927,4,60.0,6,57
265,5B9D4AD7,7,400.0,8,473
266,5B9D4AD7,7,400.0,9,6
267,5C26332C,8,150.0,9,192
268,5C499955,7,100.0,8,1
269,5CC8C629,8,150.0,8,51
270,5CC8C629,8,150.0,9,134
271,5CCAA447,8,30.0,8,1
272,5CCAA447,8,30.0,9,27
273,5CCC5BFD,5,150.0,5,139
274,5CCC5BFD,5,150.0,7,2
275,5CCC5BFD,5,150.0,8,3
276,5CEAFC77,7,40.0,9,29
277,5CEDF44C,8,50.0,8,1
278,5CEDF44C,8,50.0,9,88
279,5D26FEF3,4,30.0,5,23
280,5D26FEF3,4,30.0,8,1
281,5D32A25D,6,140.0,6,90
282,5D32A25D,6,140.0,8,2
283,5E433CAD,7,120.0,8,153
284,5EAAB6AE,7,180.0,7,164
285,5FC28AC4,7,30.0,7,3
286,5FC28AC4,7,30.0,8,18
287,6237378B,4,90.0,5,74
288,629C8A52,8,60.0,8,52
289,629C8A52,8,60.0,9,4
290,62AC647D,9,300.0,9,317
291,633C9A9A,2,600.0,6,447
292,633C9A9A,2,600.0,8,16
293,648A4CB8,1,160.0,2,1
294,648A4CB8,1,160.0,6,53
295,6498C3A4,3,150.0,3,91
296,6498C3A4,3,150.0,4,39
297,64A54AEE,8,20.0,8,91
298,66944995,7,60.0,7,96
299,669B3855,7,40.0,7,38
300,67233E6C,8,60.0,9,68
301,673ADA8C,3,50.0,3,15
302,6765A2F4,3,250.0,4,85
303,6765A2F4,3,250.0,6,11
304,6765A2F4,3,250.0,7,7
305,6765A2F4,3,250.0,8,4
306,67C7EF9F,6,80.0,8,34
307,68728CE7,7,100.0,7,44
308,68728CE7,7,100.0,9,9
309,68D8CF97,8,60.0,8,57
310,69D6EEC4,6,45.0,6,35
311,6A7B9749,8,200.0,8,91
312,6A87B6E3,7,170.0,8,214
313,6A87B6E3,7,170.0,9,1
314,6AC7569B,8,97.0,9,99
315,6AD8F265,8,20.0,8,20
316,6AD8F265,8,20.0,9,3
317,6ADA46E2,8,200.0,8,606
318,6ADA46E2,8,200.0,9,3
319,6AECAEA8,6,100.0,6,68
320,6AF56AFB,5,80.0,6,1
321,6B46C569,8,80.0,8,74
322,6C4B9F4F,7,150.0,8,105
323,6C4B9F4F,7,150.0,9,1
324,6C62AEDC,7,22.0,7,21
325,6CAC6CA4,5,250.0,5,174
326,6CAC6CA4,5,250.0,6,9
327,6CCD34B4,7,100.0,7,51
328,6CCD34B4,7,100.0,8,35
